1,1,1
0.967232,1.037424,0.987623
0.932959,1.073652,0.975161
0.897227,1.108618,0.962618
0.860086,1.14226,0.949997
0.821587,1.174516,0.937302
0.781788,1.205326,0.924536
0.740745,1.234635,0.911704
0.69852,1.262388,0.898809
0.655177,1.288534,0.885855
0.610781,1.313024,0.872846
0.5654,1.335813,0.859786
0.519104,1.356858,0.84668
0.471967,1.376118,0.83353
0.424062,1.393559,0.820341
0.375464,1.409146,0.807118
0.326252,1.422851,0.793864
0.276503,1.434647,0.780584
0.226299,1.444511,0.767281
0.175719,1.452426,0.753961
0.124846,1.458375,0.740627
0.073762,1.462347,0.727284
0.02255,1.464334,0.713936
-0.028707,1.464333,0.700586
-0.079926,1.462342,0.687241
-0.131023,1.458367,0.673902
-0.181916,1.452413,0.660575
-0.232521,1.444492,0.647265
-0.282758,1.434618,0.633974
-0.332544,1.422811,0.620708
-0.381801,1.409092,0.60747
-0.430448,1.393486,0.594264
-0.478409,1.376024,0.581095
-0.525607,1.356737,0.567967
-0.571968,1.335661,0.554883
-0.617419,1.312836,0.541847
-0.66189,1.288304,0.528863
-0.705312,1.26211,0.515935
-0.74762,1.234302,0.503067
-0.788748,1.204932,0.490262
-0.828636,1.174054,0.477524
-0.867226,1.141723,0.464857
-0.90446,1.107999,0.452263
-0.940287,1.072942,0.439746
-0.974656,1.036615,0.42731
-1.007519,0.999084,0.414957
-1.038834,0.960416,0.402691
-1.068558,0.920678,0.390515
-1.096655,0.879942,0.378432
-1.12309,0.838277,0.366444
-1.147833,0.795757,0.354554
-1.170854,0.752456,0.342765
-1.192132,0.708446,0.33108
-1.211643,0.663804,0.319501
-1.229372,0.618605,0.30803
-1.245304,0.572924,0.29667
-1.259428,0.526837,0.285422
-1.271738,0.480421,0.27429
-1.282229,0.433751,0.263274
-1.290901,0.386901,0.252377
-1.297757,0.339949,0.241601
-1.302803,0.292966,0.230947
-1.306047,0.246028,0.220417
-1.307502,0.199207,0.210012
-1.307184,0.152575,0.199734
-1.30511,0.106201,0.189584
-1.301302,0.060156,0.179564
-1.295785,0.014506,0.169673
-1.288583,-0.030681,0.159915
-1.279728,-0.075342,0.150289
-1.269251,-0.119413,0.140796
-1.257186,-0.162834,0.131437
-1.243569,-0.205545,0.122213
-1.22844,-0.24749,0.113124
-1.21184,-0.288613,0.104171
-1.193811,-0.328862,0.095355
-1.174398,-0.368187,0.086675
-1.153648,-0.406538,0.078132
-1.131609,-0.443871,0.069726
-1.108329,-0.480141,0.061458
-1.083862,-0.515309,0.053327
-1.058257,-0.549335,0.045333
-1.03157,-0.582183,0.037477
-1.003854,-0.61382,0.029758
-0.975165,-0.644214,0.022176
-0.945558,-0.673339,0.014731
-0.915091,-0.701167,0.007422
-0.88382,-0.727676,0.000249
-0.851804,-0.752844,-0.006788
-0.8191,-0.776654,-0.013689
-0.785766,-0.79909,-0.020457
-0.75186,-0.82014,-0.02709
-0.717442,-0.839791,-0.033589
-0.682568,-0.858037,-0.039956
-0.647297,-0.874871,-0.046191
-0.611686,-0.890291,-0.052294
-0.575792,-0.904294,-0.058266
-0.539672,-0.916883,-0.064109
-0.503382,-0.928061,-0.069823
-0.466976,-0.937833,-0.075408
-0.430509,-0.946208,-0.080866
-0.394036,-0.953195,-0.086198
-0.357607,-0.958807,-0.091405
-0.321276,-0.963057,-0.096487
-0.285092,-0.96596,-0.101445
-0.249105,-0.967536,-0.106282
-0.213364,-0.967802,-0.110997
-0.177914,-0.966781,-0.115591
-0.142802,-0.964494,-0.120066
-0.108072,-0.960966,-0.124423
-0.073766,-0.956223,-0.128663
-0.039927,-0.950292,-0.132787
-0.006594,-0.9432,-0.136796
0.026195,-0.934978,-0.140691
0.058402,-0.925656,-0.144474
0.089993,-0.915267,-0.148145
0.120933,-0.903842,-0.151705
0.151191,-0.891417,-0.155156
0.180737,-0.878024,-0.158499
0.209541,-0.863701,-0.161735
0.237576,-0.848483,-0.164865
0.264817,-0.832407,-0.16789
0.29124,-0.81551,-0.170812
0.316823,-0.79783,-0.173631
0.341546,-0.779405,-0.176348
0.365389,-0.760274,-0.178965
0.388336,-0.740475,-0.181483
0.410371,-0.720049,-0.183903
0.431481,-0.699034,-0.186226
0.451652,-0.677468,-0.188453
0.470875,-0.655393,-0.190585
0.48914,-0.632847,-0.192624
0.506439,-0.609868,-0.19457
0.522768,-0.586497,-0.196424
0.538121,-0.562773,-0.198187
0.552494,-0.538732,-0.199861
0.565888,-0.514415,-0.201446
0.578301,-0.489858,-0.202943
0.589735,-0.4651,-0.204354
0.600193,-0.440177,-0.20568
0.609678,-0.415125,-0.20692
0.618195,-0.389982,-0.208077
0.625751,-0.364781,-0.209151
0.632354,-0.339558,-0.210143
0.638013,-0.314346,-0.211055
0.642737,-0.28918,-0.211886
0.646537,-0.264091,-0.212638
0.649426,-0.239112,-0.213311
0.651417,-0.214274,-0.213907
0.652524,-0.189607,-0.214427
0.652761,-0.16514,-0.21487
0.652145,-0.140901,-0.215238
0.650692,-0.116919,-0.215532
0.648421,-0.093221,-0.215753
0.645348,-0.069831,-0.215901
0.641494,-0.046775,-0.215976
0.636877,-0.024077,-0.215981
0.631519,-0.00176,-0.215914
0.625439,0.020154,-0.215778
0.61866,0.041645,-0.215572
0.611203,0.062691,-0.215298
0.60309,0.083275,-0.214955
0.594345,0.103378,-0.214546
0.584991,0.122983,-0.214069
0.57505,0.142074,-0.213526
0.564547,0.160636,-0.212917
0.553506,0.178655,-0.212244
0.541951,0.196117,-0.211506
0.529906,0.213012,-0.210703
0.517396,0.229327,-0.209837
0.504446,0.245054,-0.208908
0.491081,0.260181,-0.207917
0.477325,0.274702,-0.206863
0.463203,0.288609,-0.205747
0.448739,0.301896,-0.20457
0.43396,0.314558,-0.203333
0.418888,0.326589,-0.202034
0.40355,0.337987,-0.200676
0.387968,0.348749,-0.199258
0.372168,0.358872,-0.19778
0.356172,0.368356,-0.196244
0.340006,0.377201,-0.194648
0.323692,0.385408,-0.192994
0.307254,0.392977,-0.191282
0.290715,0.399911,-0.189512
0.274096,0.406214,-0.187684
0.257421,0.411888,-0.185799
0.240711,0.416938,-0.183857
0.223987,0.421369,-0.181858
0.207271,0.425187,-0.179801
0.190584,0.428399,-0.177689
0.173945,0.43101,-0.175519
0.157374,0.43303,-0.173294
0.14089,0.434466,-0.171012
0.124513,0.435327,-0.168675
0.10826,0.435622,-0.166281
0.092149,0.435361,-0.163832
0.076198,0.434554,-0.161327
